tweets	sentiment
some time need lose win great match next time csk rocks 	positive
might lose thousand games but still support csk cskvsmi yellove	neutral
tournament like this you will win and lose few close games when you are under the pump you learn lot 	neutral
sir they didn want csk lose hence they conducted india since bloody csk can win uae	neutral
idiot csk fixing win then all other teams have fixed lose the match have https cls 	neutral
importance batting depth you can afford lose wickets the over good change approach from csk 	positive
hmm that proves whole csk team willing lose against ambani money well what expe 	neutral
ipl pbks punjab kings lose chris jordan score overs https xrrqk ukaz https mrpz yhup 	neutral
both matchs were won opposition lol humiliated lose for csk 	positive
hurts when lose against you say may https kpioyjz 	neutral
want warner back captain warner like dhoni csk nomatter how plays should tea https gaxthdcilu	neutral
because they lost their both matches very low margin just run and against they domi https dmhkr	neutral
win lose once dhoni fan dhoni fan till last breath forever bow down you god let comeback strong 	neutral
lessons drive from all ipl teams rcb never lose hope and keep trying and trying irrespective botherin https avvs 	neutral
you lose matches still stand you but you don backup pillars the team you will https ncvu knw	neutral
last over runs scored sixes four runs ball jadeja not out pounds highest wicket taker harshal 	neutral
well srh gonna lose 	neutral
nigdi yaa felt bad yesterday when loss but csk will always team was csk 	negative
csk fans deep down are happy that ipl cancelled because they knew again they were going lose semifinal https vjwteyy 	neutral
having mare today really didn want punjab lose nevertheless csk you back top yellove	neutral
ipl pbks delhi capitals lose rishabh pant score overs https ngzyjesj https wmrnhltngo	neutral
ipl pbks delhi capitals lose prithvi shaw score overs https ngzyjesj https hkmpdwgcui	neutral
don agree with his logic maybe fan you win some matches and you los https ezqt mic	positive
say arrange final game between csk and but let them lose officially playoffs the way 	neutral
csk will never win ipl hereafter guys they don have plans that they are having huge fan bas https rmxvkhsty 	neutral
more than the trophy was satisfied that they fought thanks for giving vibes and 	positive
before may valimai update yesterday csk lose today kamalhaasan lose https lufczmdwv	neutral
and mark words boy delhi will for the same bowli https pif qjznu	neutral
they are gonna lose csk this final	neutral
win lose champions not its doesn matter forever love for will rema https axogdibaso	positive
asked mom why aiadmk lost and her response csk can post and lose why not aiadmk https jllwny 	neutral
the csk ceo thinks will part also don lose hope yet https kqka 	neutral
you lose matches still stand you but you don backup pillars the team you will lose 	neutral
indian bank signed mou with mahatma phule backward class dev corp ltd mpbcdc their sole banking partner for 	neutral
oxygen concentrator available delivery pan india delivery can pick from office also call https bgveunxk 	positive
provide oxygen cylinders supplies all over mumbai thane contact verified may indian 	neutral
now you know why delhi needs when mumbai did with for the same number patients https cekpxon 	neutral
india nuclear safety appears jeopardy kgs uranium can fall into criminal hands mumbai then https iairgwhyn 	neutral
indian cricket team skipper virat kohli has stepped spearhead the covid relief initiatives mumbai right https lkpy 	neutral
farah khan indian choreographer dancer actress film director and producer born mumbai she has choreog https rew dgvcai	neutral
antilia bomb plant case mumbai police commissioner himself clearly putting such serious allegation https uhxtqwbvhw	neutral
and our karyakartas are standing our people every difficulty faced them and our resolve assist them 	neutral
dear indian citizens covid afflicted sympathise with hence 	neutral
south mumbai ali road oxygen cylinder available name taha bhoira phone depos 	positive
indian navy steps covid relief operation samudra setu with ships from all naval commands mumbai vizag 	neutral
verified new delhi remdesivir available cipla distributors try this also new delhi remdes 	neutral
niece and son law hospitalised and they need remdesivir urgent details wockhardt hospital mumbai central 	neutral
entire cabinet resigned when armed pakistanis made picnic visit mumbai and showcased their shooting skills 	neutral
this day rohit sharma took his first ever hat trick ipl and became the youngest indian player 	neutral
aksha pardasany indian actress and model she was born november mumbai maharashtra india she https lfhxwfcxc 	neutral
make sense covidsecondwave covid india read this analysis high school intern mum https eosouwrmy 	neutral
siddarth needs treatment will take you the righ https injb ogbn	neutral
mumbai accounts for india economy contributes income tax collections customs duty collections 	neutral
city mumbai gosportindiaquiz gosportindia trivia quiz bonus win sportsquiz sports https jeio mkxlx	positive
soon goi proposed oxygen audit supreme court the oxygen crisis delhi ended and will soon mumbai https nonpdwwq 	neutral
this why delhi needs when mumbai did with for the same number patients https flxhy 	neutral
https lweo gspkj	neutral
spine always grows the back that against the wall hell with america bharat biotech has already sourced all 	neutral
verified mumbai remdesivir available cipla distributors try this also mumbai remdesivir 	positive
mumbai indian just delivered gold membership card with the merchandise what immaculate time receive 	neutral
mumbai other home and maharashtra are generally well governed relative other indian cities and states their 	neutral
kamna jethmalani indian actress and model she was born december mumbai india she mainly work https bslninko 	neutral
these will sold local market mumbai delhi indian just you watch https fhmgl ohkr	neutral
take immense pride and pleasure announcing the launch our representative office mumbai india the indian https ywjpsxonjh	neutral
payal gupta from mumbai suburbs avid football fan works mobilise the support women game only 	neutral
people possessing uranium arrested from the peaceful area mumbai nagpada this happens when janab 	neutral
the hotel association india has urged the indian govt for support the hospitality industry these troubled https crqyaf 	neutral
indian bank signed mou with mahatma phule backward class dev corp ltd mpbcdc their sole banking partner https vhhvthsyvz	neutral
maharashtra two people were arrested connection with illegal possession natural uranium nagpada area mumbai yesterd 	neutral
after destroying mumbai oxygen hub for metro shed aarey colony felling more than trees bjp was power 	neutral
now indian manufacturer and have design studio pune mumbai italy seems https ofodbjd 	neutral
with due respect sir you found your fame and fortune mumbai not kolkata was maharashtra that gave you stature 	neutral
while the world generously donating relief funds help india amid covid crisis indian continues behave like selfi 	neutral
india nuclear safety appears jeopardy kgs uranium can fall into criminal hands mumbai then where 	neutral
here list homegrown craft spirits third eye distillery hapusa gin nao spirits https fgjeej 	neutral
shorts cheese frankie mumbai indian street food veggie foodies https gunsvkjopw via 	neutral
mumbai other home and maharashtra are generally well governed relative other indian cities and states thei https hjmjuy 	neutral
onthisday may indian navy dedicated marcos base was commissioned mumbai the marine commando force mcf 	negative
thanks yoram dvash president the wfdb who decided take the lead helping the indian people the wfdb https ewvzlf 	neutral
https ydcuh pldl	neutral
third year graduation exams the university mumbai held online first time the history the indi https mmkx 	neutral
amrita rao indian film actress and model who primarily appears hindi language films born and raised https bzqpjjjw 	positive
indian navy steps covid relief operation samudra setu with ships from all naval commands mumbai vizag https acuiizonml	neutral
indian navy steps covid relief operations nine warships transporting oxygen medical equipment from abroad https 	neutral
indiannavalhistory onthisday may insabhimanyu indian navy dedicated marcos base was commissioned mumbai 	negative
thursday sorted order our mumbai style pav bhaji full classic flavours and taste rapchik brings authentic https fzfxior	neutral
big city indian liberals cannot accept any research not published specific have been honest past https lapruirbf	neutral
srushti dange indian actress she was born may mumbai india she the most popular actress https wzmbgc	positive
maharashtra ats arrests abu tahir and another for prosession uranium worth from nagpada mumbai	neutral
oxygen concentrator available delivery pan india delivery can pick from office also call 	positive
proposal name navi mumbai airport after bal thackeray faces opposition from locals cities news the indian expr https yadfco 	neutral
really really did you dhili danga gujarat mumbai danga and last days people died https rtywcbnr	neutral
wtf uranium worth million wth indian doing with uranium shopping bag the streets mumbai https bnfcx	neutral
dalip tahil detailed stats https wxnnurwev news related the indian express mumbai actor dalip https uwwdeidoe 	neutral
oxygen concentrator available ltr and ltr ready stock delivery pan india delivery can pick from office 	neutral
avika gor was born june mumbai maharashtra india she indian actress who appears hindi https rxhnwo 	neutral
modi lost elections bengal kolkata players got covid positive match modi stadium revenue for ipl https qeie qyq 	neutral
fans slammed the team management after kkr suffered loss the hands their last outing and trended sackmanage 	neutral
brendon statement after kkr loss	neutral
kkr will ready for loss all remaining matches always csk fan https qmo aoz	neutral
first asala kkr camp entha mandhi positive telisthe dani batti oka decision teeskovachu just players https iwk 	neutral
win loss with not with cruel srh team management 	neutral
win loss with not https eluuylxbgg	positive
why you saying like this not here loss and get away from playoffs spots https mom zpou	neutral
ipl rcb predicted kkr virat kohli may recall washington sundar after loss against delhi capitals https unwgd	neutral
kkr srh rcb toss loss aiduchu uncle indha season dhoni luck ila 	neutral
agarwal has registered fify plus scores ipl since six them ended losing cause only https anlcji aiw	neutral
there way ban kkr but would huge loss their sponsors and maybe will black spot for ipl forever	neutral
why you saying like this not here loss and get away from playoffs https voogsxqtoz	neutral
rcb loss the game tomorrow kkr 	neutral
match getting postponed for least kohli terror kkr loss delayed some time can take somet https duhwkhj	neutral
aging such fatigue body aches and loss taste smell additionally some covid patients have visible https mxsx 	neutral
sorry for your loss sheldon may she rest peace meanwhile you stay safe and take care yoursel https qfmdrxiyi 	neutral
private equity firm kkr quarterly profit before accounting for preferred stock dividends was billion compa https kkgrnvnfxv	neutral
was about win crore today circle make compromise and request kkr give lac for loss 	positive
kidney function during ageing are well documented but little known about underlying molecular processes that dri https lfnpwalkm 	neutral
ipl crashlands huge financial loss ipl 	neutral
condolences for his loss https xbtdfqwtsl	neutral
why you saying like this not here loss and get away fro https saxjo 	neutral
ipl rcb predicted kkr virat kohli may recall washington sundar after loss against delhi capitals https khc jqowdi	neutral
agarwal has registered fify plus scores ipl since six them ended losing cause only 	neutral
pbks kkr are very close putting together the perfect game chris jordan after punjab kings loss are https wmrdqg	neutral
ipl continue from uae ground india tour matches suspended for heavy loss bcci loss for bcci ipl will https qnb ayk	neutral
morgan our england captain morgan will return england for preparation for odi https xhj djtjla	neutral
ipl continue from uae ground india tour matches suspended for heavy loss bcci loss for bcci ipl will conti 	neutral
today match prediction rcb loss the toss and kkr bowl first virat hit more than runs gave https wafpwu 	positive
kkr are waiting for loss big margin always csk fan ipl ipl mean csk	neutral
loss can also make captaincy change same kkr script result for what has been saying press conf https uipnvvet	neutral
kkr back home for this season net run rate will after matches https agmuvv	neutral
wow win the best team the world mivcsk pollard far wins kkr srh https odo	positive
only matches were played chennai out and out those matches https msylni 	neutral
need update warner win loss with not with 	positive
kkr look like they are one loss away from hosting twitter space discuss game strategy for their next match 	neutral
passion play loss grief and desire win now kkr just team without any feelings sackmanagementsave 	neutral
win loss with not with cruel srh team manageme https ttijoz kkm	neutral
ipl crashlands huge financial loss https glwh ophm	neutral
kkr please ready for loss all remaining matches best and great team https vokzjmu 	positive
hmm gill will get great offers mega auction released could face future for any https etpr hvv 	neutral
rcb loss imo kkr form mein nhi 	neutral
wsjmarkets private equity firm kkr quarterly profit before accounting for preferred stock dividends billio https nixtyqexum	neutral
last meetings kkr rcb kkr get lost taiyar rahna for next loss	neutral
fans slammed the team management after kkr suffered loss the hands their last outing and trended https fddnotenld	neutral
today loss for csk made realise that heart sunk low lost pakistan just https wzfdhop	neutral
yeah speaking realistically they may ask kkr get https zeonlu rpi	neutral
ready for loss kkr today rcb win but csk will champion ipl csk https mkuyc 	positive
kkr after loss against rcb after loss against pbks who will take over whom for kkr for 	neutral
honestly kkr aur rcb haarte huye dekh ajeeb khushi hoti hai don get wrong https qazlnjjxmd	neutral
https yzciv revenge for bengal loss bengalelection ipl 	neutral
need update warner win loss with not https gqc mvt	positive
ipl rcb predicted kkr virat kohli may recall washington sundar after loss against delhi capitals https xle wzntux	neutral
kkr after loss against rcb after loss against pbks who will take over whom for kkr https xjbyqsi	neutral
private equity firm kkr quarterly profit before accounting for preferred stock dividends billion compared https syksyea	neutral
win loss with not with 	positive
know and just come good some point time retaining him fine https clny 	positive
agarwal has registered fify plus scores ipl since six them ended losing cause only https irygz 	neutral
shauryaauranokhikikahani ipl suspended till further notice cricket fan bad news for butttttt 	neutral
bad news for cricket lover 	negative
https qtbluu	neutral
bad news ipl has been suspended indefinitely because covid stayhomestaysafe 	negative
the test has taken new interest for spoons charge selection buttl https 	neutral
another bad news governing council ipl and board control for cricket india bcci emergenc https edsr vndes	negative
win copy the secret cricketer tsc now being serialised how many bad umpiring decisions does tsc think https ddsmkpnn	neutral
ipl suspended bad news for david warner pat cummins steve smith glenn maxwell aca chief said this https ppnkdkvn 	negative
bad news for india ipl postponed worldcup also impossible india mansoor ali khan https aydrmnxkfv	negative
bad news for ipl fans the indian premier league ipl has dived into crisis with players testing positive for https tfteb rlbw	neutral
ipl has been suspended for this season very bad news for rcb 	negative
didn you say the end the cricbuzz live may night that you have some bad feeling about https tknaesnjkc	neutral
very bad news was too much fun the ipl matches https uwre evgmv	neutral
bad news	negative
update ipl bad news all the match ipl has been postponed the new date will decided ipl follow https lvnukfffxj	neutral
ipl kangana ranaut time scroll only bad news and feel more helpless	neutral
bad news for cricket fans corona ipl jeet liya 	negative
very worst condition and this pandemic situation ipl being conducted too bad good https zzjhb jikd	neutral
very bad news for ipl lovers https hgxoilbs 	negative
finally bad news everyone ipl was suspended due corona sometimes even god cant bear the injustice https pgktl tuom	neutral
get bad news but must done stay safe ppl https hhjlyxcjub	neutral
dontignore thstudents ipl jab secure babule rhne bad bhi corona sakta students conform https uhoitjhqi 	neutral
ipl suspended bad news for davidwarner patcummins stevesmith glennmaxwell aca chief said this iplsuspended indi 	negative
win copy the secret cricketer tsc now being serialised how many bad umpiring decisions does tsc think 	neutral
bad news for ipl fan 	negative
cricket news bad news for australian players after ipl suspended australian players left ipl cricket news https udwgyjcy	neutral
bad news for cricket lovers	negative
very bad news for ipl fans but first focused covid cases where daily increasing cases think https lpfw 	neutral
beg differ ipl did nothing make the situation worse they hardly consumed any resources https nrhiehkhr 	neutral
iplcancel bcci ipl ipl suspended iplcovidbreach breaking news ipl got suspended because multiple players teste 	neutral
bad news for ipl fans iplpostponed https hmwdxe	negative
very very bad news ipl has been suspended indefinitely because covid stayhomestaysafe 	negative
what about csk fans because was dhonis last ipl more bad news than rcb fans who never gonna won the ipl	neutral
the indian premier league postponed due covid very bad news the ipl for all players stay safe ipl https 	neutral
abba sairam kanganaranaut one good news her account was suspended and one bad news ipl was cancelled that https guanp	neutral
bad news for india ipl postponed worldcup also impossible india mansoor ali khan full video https rny 	neutral
bad news for india ipl postponed worldcup also impossible india mansoor ali khan full video https gxnepoprwf	neutral
the suspended indefinitely bad news https hal wod 	negative
very bad news make sure watch soon possible covid situation should taken care https cptmlp 	neutral
really bad news want ipl for timepass	negative
bad news the ipl has also quarantine https zdna waz 	negative
bcci indianpremierleague bad news for ipl lovers iplcancelled ipl suspended https ktzzdmp 	negative
iplcancel the war between corona and ipl corona wins the thropy and cancle the ipl this year this https loflsevj 	neutral
kanganaranaut ipl got suspended today good bad news all the same time universe balancing itself 	neutral
very bad and sad news for ipl lovers https zzgymyjybh	negative
ipl postponed very bad news bcci ipl icc askstar aajtak https nslca 	negative
bad news least can stay home enjoying ipl 	neutral
bad news ipl suspended good news for now archer and ben come back when ipl will hel https hwwylocijj	neutral
really bad news that ipl not happening was forces maintain social distance and lockdown hope every https wsaxzrrrsl	neutral
ipl suspended bad news for davidwarner patcummins stevesmith glennmaxwell aca chief said this https echt zns	negative
dontignore thstudents ipl jab secure babule rhne bad bhi corona sakta students conform 	neutral
cricket news may ipl bad news rcb blue jersey big player outs rcb good news has been published https oie ahqqt	neutral
bad news for all the cricket fans and ipl lovers after the cancellation yesterday match today https dqgzherb 	negative
the good thing about ipl ending that have been spared cred advertising bad news that cred will bac https rcj vtkiaw	neutral
bad news for cricket lovers specialy for looking good this season https gvmuz	neutral
chalo bahut saare good news bhi aaj mila hai kanganaranaut twitter account suspended lockdown bihar https ykxo htd 	positive
bad news ipl got suspended iplcancel ipl rcb kkrhaitaiyaar csk punjabkings delhicapitals srh bcci	negative
according news ipl postponed really very bad news 	negative
this very bad news for 	negative
bad news for ipl fans iplcovidbreach iplcovid https vdef 	negative
ipl bad news for msdhoni fans csk takes this decision ahead rajasthanroyals clash ipl https fms 	negative
bad new ipl indian premiere league suspended because covid this really bad news for their fans	neutral
psa for indian this bad news for cricket fans but right decision made the wake prevailing covid situation https lruqnlr	neutral
bad news for all ipl fans iplcancel cancelipl postponed https przpu ejlm	negative
this very bad news for ipl fans iplcancel ipl suspended for limited time iplcancel	neutral
very bad news for ipl fans but human lives matters first great decision dada https chw fsmci 	neutral
bad news for kkr and rcb fans also for ipl lovers kkrvsrcb https kosnrzdvyh	negative
bad news for fans	negative
this bad news for all the cricket fans and this only entertainment evening remove all https xturvcaz 	neutral
one the biggest leagues the world ipl match kkrvrcb postponed bad news for ipl fans https ewn 	negative
bad news for cricket fans but life every player important therefore good disicion	neutral
bad news ipl indian premiere league suspended because covid this really bad news for their fans	negative
ipl bad news for msdhoni fans csk takes this decision ahead rajasthanroyals clash ipl indianpremierleague chenn 	negative
one the biggest leagues the world ipl match kkrvrcb postponed bad news for ipl fans postponed https ryxennjlw	negative
one the biggest leagues the world ipl match kkrvrcb postponed bad news for ipl fans https 	negative
more bad news for the ipl fans covid wriddhimansaha amitmishra https fuera 	neutral
ipl was suspended due the covid its bad news for every cricket fans india suspended https qhtykbmz	neutral
srh wriddhiman saha delhi amit mishra test positive for covid one more bad news for all fans https fivcd 	neutral
bad news for ipl fans ipl has been suspended due covid cases iplcancel iplcovidbreach iplsuspended staysafe	neutral
bad news for ipl fans ipl ipl covidsecondwave https xqpnkxx	negative
bad news for kkr fans	negative
bad news for kkr and rcb fans todays match was postpone 	negative
what bad news for cricket fans hope all kkr players are fine safe 	neutral
ohh its very bad news for all the rcb fans kkr fans sad 	negative
shauryaauranokhikikahani ipl suspended till further notice cricket fan bad news for buttttt https xlcpr nut 	neutral
what better for india ipl canceled ranaut twitter account banned 	positive
covid infection fest you are banned from entering your own country come maldives https dxwlg 	positive
kolkata knight riders should banned from ipl permanently they played huge part suspension ipl chutiy https duqgrrpfs	positive
ipl postponed classes suspended days week lockdown slow internet pubg account banned vaccination postpone https nfwihbto	neutral
they feared kolkata win ahmedabad banned ipl 	positive
ipl had been banned few weeks back then based rcb being top table back then rcb fans would https jwfm tiwrm	neutral
pubg should remain banned ipl should come back september who agree with 	neutral
ipl postponed classes suspended days week lockdown slow internet pubg account banned vaccination postponed 	neutral
ipl should banned	neutral
why did the bcci think was possible host the ipl india they should sued for lost income https 	neutral
apparently three things events were suspended banned yesterday ipl jee exams and kangana ranaut twitter accou https kdxe xrpdj	neutral
tweeples today ipl banned fanwars https ndurqa 	neutral
how earth will there ipl uae when they have banned flights from india they must drop the games for good 	positive
australia even banned their own citizens the cricket players who were playing ipl not sure how https uatmzz 	neutral
ipl like cancer which slowly but surely killing cricket the sooner ipl bann https qgwwc 	neutral
must suspend banned irresponsible players varunchakravarthy	neutral
rescheduled during any england fixtures any player who decides play the ipl https kmcxbpfinb	neutral
bookies like sarjeel umar akhmal amir are banned from ipl spot 	neutral
you have brains the chennai 	neutral
before world cup instead practicing your best combination for world cup international teams will https ojj 	positive
really didnt understand the need move players different venues when any case spectators https 	neutral
having studied international media how media lobbying works recommend don get played our own are dying and https 	neutral
sydney least australians involved the indian premier league are limbo after the lucrative cricke https tgftrfv	neutral
because you porkis are banned from the ipl chutiye obviously you have interest 	neutral
since australia temporarily banned the entry people from india due coronasecondwave australians the ipl https rmzodml 	neutral
covid infection fest you are banned from entering your own country come maldives https 	positive
since australia temporarily banned the entry people from india due coronasecondwave australians the ipl https mrwjbsxyob	neutral
yeah but flights from india australia are banned and imprisonment for years they arrive	neutral
abolish totally else they will corrupt the entire country once two teams are banned for two years even https pyr gtk 	neutral
fuck ipl the best thing ever good that these fixed matches are banned	neutral
why not these joker wrote why ipl shud banned https obip vodmz	neutral
between brother they banned ipl today	neutral
modi says has banned the import corona help quicken the ipl restart https rydhnb	neutral
least australians involved the indian premier league are limbo after the lucrative cricket tournament was sudde 	neutral
ipl has been banned toh football dekh uncle serial piche kyu pare 	neutral
australia has banned all travel with india till least may even for own citizens ipl https reszdchkei	neutral
least australians involved the indian premier league are limbo after the lucrative cricket tournament https tugs rsm	neutral
which ipl franchise was banned for two years 	neutral
kangana twitter account suspended ipl suspended bill gates divorce saba naqvi condemning violen 	neutral
ipl banned and kangana run out from twitter incident	neutral
spinelessbjp news bjp lost elections kangana account banned ipl suspended rohit sardhana died https fawzmrpf 	neutral
you have come out the pain from being ipl banned take look the situation bengal bengalisburning bengalviolence	neutral
ipl banned 	neutral
through this https fhxu qnc 	neutral
ipl suspended australia banned commercial flight australian cricketer kidhar jaayenge maxwell chalo apne sasural 	neutral
australian government has banned indians and anyone returning from india how you expect https elq tovses	neutral
what about seresanth ajit chandila ankit choha https mvjizhyxsb	neutral
according you now ipl banned not suspended 	neutral
how the hell did raina come this serious trouble pls psychiatri https khtavnl	neutral
right and there are some blind people who dont understand the game https pyewsolmbl	neutral
david warner being banned from the international was the biggest setback for him and https aqeyppqewb	neutral
bts army these ppl are shit bunch loosers and attention seekers https skmyqmcvpr	neutral
they are not conducting ipl matchs cause corona hate here	negative
don get offended bigboy swann and cork haven commentat https rhzx ahp	neutral
did really love them then how can tweet about them you are following ipl but you also hate ipl 	neutral
srh management took the most divisive decision ever only last for one match before ipl suspended now the amoun https xmj xfslvu	neutral
dude stfu never imagined the people with these mindset are still there and you https scdfzptek	neutral
yes sensible talk but know the bhakts will still hate bcz its their modi jee govt who gave https btjy 	negative
btw following every indian cricket and many ipl franchise and then aslo spr https 	neutral
ipl suspended and kangana permanently suspended from twitter come namo should irrevocably suspended https peyg 	neutral
ipl suspension the cards some will rejoice not going coz amongst all the doom and gloom hate for the corpor 	neutral
bjp temporarily suspended from ipl indefinitely suspended from being held kangana permanently suspended from twi 	neutral
https geyngsi	neutral
iplcancel people who hate ipl https nehxgfc 	negative
kangana suspended ipl suspended now the only source hate and entertainment republick 	neutral
hate that the ipl was postponed especially considering how well csk was doing but the audacity and arrogance https vtdi	neutral
brother watch ipl big fan dale steyn and virat kohli love https fke 	neutral
people are literally dying and irls post stories like omg ipl want lash out them bad this count https afrtygcynv	negative
how can you say rohit this ipl rohit and kohli both are same form and https pdwy srtcx	neutral
bts army these ppl are shit bunch loosers and attention seekers https jfcxeeg	neutral
well but hate the fact that cricket given huge importance than our national game https ptrcynkj 	neutral
these ppl are shit bunch loosers and attention seekers ipl over they want new target https gwkamjhe 	neutral
ambani gets undeserved hate	neutral
bjp temporarily suspended from ipl indefinitely suspended from being held kangana permanently suspended from https euxc moq	neutral
people like hate capitalism and then and cry over ipl getting canceled like bestie don think you understand 	negative
cricinfo run indians not sure what you were expecting they may not show https lgcxbzll 	neutral
still some nibbas ipl fans will hate msdhoni rashmikamandanna https llzzww 	negative
created new account just for ipl get suspended ffs hate 	neutral
proper kutai needed when they you can molester fan fan the same time all the https ycmigkmnxe	neutral
now will return jamaica hate becoz your latest innings ipl against csk idiot earni https ygtjtb 	neutral
yet another example the sulzberger times racist and colonialist gaze india see one example how https 	neutral
bts army these ppl are shit bunch loosers and attention seekers ipl https vxxv kaasj	neutral
don really have particular hate towards ipl but just hate the fact that they don want ipl https 	neutral
ipl and hate mongering twitter account have been suspended today only one should resumed when the time good 	neutral
